before,after,tier
0.0,-2.0,ITF-M
6.0,14.0,ITF-M
2.0,0.0,ITF-M
21.0,-0.5,ITF-M
60.0,0.0,ITF-M
3.5,10.0,ITF-M
3.0,-4.0,ITF-M
10.0,-6.5,ITF-M
11.0,-4.0,ITF-M
7.0,5.5,ITF-M
1.5,3.0,ITF-M
2.0,7.0,ITF-M
2.0,6.0,ITF-M
8.5,-3.5,ITF-M
-0.5,1.0,ITF-M
4.0,-2.5,ITF-M
2.5,1.0,ITF-M
7.5,1.5,ITF-M
1.5,1.5,ITF-M
0.5,1.5,ITF-M
1.0,4.5,ITF-M
2.0,-4.0,ITF-M
11.0,1.0,ITF-M
-1.0,-3.0,ITF-M
8.5,1.5,ITF-M
9.5,6.0,ITF-M
9.5,3.5,ITF-M
2.0,2.0,ITF-M
1.5,6.5,ITF-M
-9.5,-2.0,ITF-M
8.0,-4.5,ITF-M
-1.0,0.5,ITF-M
4.0,-2.5,ITF-M
2.5,1.0,ITF-M
8.0,0.5,ITF-M
3.5,1.5,ITF-M
1.5,1.5,ITF-M
1.0,4.5,ITF-M
1.5,-3.5,ITF-M
1.0,-5.0,ITF-M
-2.0,-2.5,ITF-M
6.0,-2.0,ITF-M
6.0,1.5,ITF-M
4.0,-1.0,ITF-M
-3.0,2.5,ITF-M
1.5,-0.5,ITF-M
2.0,-0.5,ITF-M
0.5,4.5,ITF-M
4.0,1.0,ITF-M
4.0,1.5,ITF-M
4.0,0.5,ITF-M
-0.0,2.0,ITF-M
3.5,-1.5,ITF-M
2.0,-0.0,ITF-M
0.0,2.0,ITF-M
1.0,-0.0,ITF-M
0.0,-1.0,ITF-M
1.0,-3.0,ITF-M
-0.0,-1.0,ITF-M
-0.5,4.0,ITF-M
25.0,-15.5,ITF-M
14.5,-9.5,ITF-M
-2.0,4.5,ITF-M
2.5,-1.5,ITF-M
2.0,-0.5,ITF-M
0.5,4.5,ITF-M
4.0,0.0,ITF-M
4.5,0.5,ITF-M
2.5,1.5,ITF-M
-0.5,1.0,ITF-M
3.5,-1.0,ITF-M
1.5,0.0,ITF-M
-0.0,1.0,ITF-M
1.0,1.0,ITF-M
-1.0,-1.0,ITF-M
4.5,1.0,ITF-M
1.0,-0.5,ITF-M
0.5,-1.5,ITF-M
2.5,-0.5,ITF-M
-0.5,0.5,ITF-M
4.0,-2.5,ITF-M
2.0,2.0,ITF-M
2.0,-0.5,ITF-M
1.0,0.0,ITF-M
2.0,1.5,ITF-M
1.5,-0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,-1.0,ITF-M
-0.0,-0.0,ITF-M
1.0,2.0,ITF-M
4.0,0.5,ITF-M
3.5,10.0,ITF-M
14.0,-14.0,ITF-M
4.0,1.0,ITF-M
1.0,0.0,ITF-M
-0.0,-2.0,ITF-M
2.0,0.0,ITF-M
-0.0,1.0,ITF-M
4.0,-2.5,ITF-M
1.5,2.5,ITF-M
2.5,-0.5,ITF-M
0.5,-0.0,ITF-M
2.0,2.0,ITF-M
2.0,0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-1.0,ITF-M
0.0,-1.0,ITF-M
1.0,2.0,ITF-M
3.5,2.0,ITF-M
3.5,10.0,ITF-M
14.0,-14.0,ITF-M
0.0,0.0,ITF-M
-0.0,4.5,ITF-M
4.5,-2.0,ITF-M
2.0,1.0,ITF-M
5.0,2.0,ITF-M
2.0,-0.0,ITF-M
-0.0,-0.0,ITF-M
2.0,0.0,ITF-M
0.5,-2.5,ITF-M
1.0,-2.5,ITF-M
2.5,5.5,ITF-M
2.0,2.0,ITF-M
1.5,1.0,ITF-M
-0.0,2.0,ITF-M
1.0,3.5,ITF-M
5.0,-3.0,ITF-M
2.0,1.0,ITF-M
5.0,2.0,ITF-M
2.0,0.0,ITF-M
0.0,0.0,ITF-M
2.0,-0.0,ITF-M
0.0,-1.5,ITF-M
0.5,-2.0,ITF-M
2.0,6.0,ITF-M
3.0,1.0,ITF-M
2.0,1.0,ITF-M
2.5,-3.5,ITF-M
3.5,3.5,ITF-M
5.5,-0.5,ITF-M
3.0,6.0,ITF-M
5.0,0.0,ITF-M
3.0,-3.5,ITF-M
3.5,3.0,ITF-M
6.0,-0.5,ITF-M
2.0,6.0,ITF-M
5.0,-0.0,ITF-M
4.0,3.0,ITF-M
-1.0,1.0,ITF-M
-0.0,1.0,ITF-M
1.0,1.0,ITF-M
1.0,-0.0,ITF-M
-0.0,-0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
5.0,3.0,ITF-M
-1.0,1.0,ITF-M
0.5,1.0,ITF-M
0.0,2.0,ITF-M
2.0,0.0,ITF-M
0.0,-0.5,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-10.5,-15.0,ITF-M
10.5,-5.0,ITF-M
-5.0,-10.5,ITF-M
-10.0,-7.0,ITF-M
7.0,7.0,ITF-M
7.0,-3.0,ITF-M
-3.0,6.0,ITF-M
6.0,-0.5,ITF-M
-4.0,-4.0,ITF-M
-1.0,8.0,ITF-M
8.0,9.0,ITF-M
8.5,-7.5,ITF-M
-1.5,-6.0,ITF-M
3.5,-1.5,ITF-M
-2.0,4.5,ITF-M
-4.5,-3.5,ITF-M
-24.0,-3.5,ITF-M
3.5,-4.0,ITF-M
-0.5,-11.0,ITF-M
11.0,-0.5,ITF-M
-3.0,-3.0,ITF-M
3.0,12.0,ITF-M
-17.0,-13.0,ITF-M
8.5,-3.5,ITF-M
-3.5,-9.5,ITF-M
-9.0,-7.0,ITF-M
7.0,8.0,ITF-M
8.0,-3.0,ITF-M
-3.0,6.0,ITF-M
6.0,0.0,ITF-M
-5.5,-2.5,ITF-M
-1.0,8.0,ITF-M
8.0,9.0,ITF-M
8.0,-8.0,ITF-M
-2.0,-6.0,ITF-M
5.0,-0.0,ITF-M
0.5,3.5,ITF-M
-5.0,-3.5,ITF-M
-24.0,-2.5,ITF-M
2.5,-3.5,ITF-M
-0.5,-10.0,ITF-M
10.0,1.0,ITF-M
-4.5,-2.0,ITF-M
2.0,10.0,ITF-M
1.0,-11.0,ITF-M
-6.0,5.0,ITF-M
-9.5,3.5,ITF-M
-3.5,-2.5,ITF-M
-5.5,-1.5,ITF-M
1.5,12.0,ITF-M
12.0,3.0,ITF-M
3.5,1.0,ITF-M
-1.0,-3.5,ITF-M
0.5,4.0,ITF-M
10.0,-0.0,ITF-M
6.0,1.0,ITF-M
-2.5,4.5,ITF-M
-4.5,3.5,ITF-M
6.0,-1.0,ITF-M
-1.0,10.5,ITF-M
18.0,2.0,ITF-M
2.0,-4.0,ITF-M
1.0,-8.0,ITF-M
-5.5,11.0,ITF-M
-21.0,-4.0,ITF-M
0.0,3.0,ITF-M
5.0,0.0,ITF-M
0.0,1.0,ITF-M
-1.5,-12.0,ITF-M
-5.0,2.5,ITF-M
-4.5,-0.5,ITF-M
0.5,-1.5,ITF-M
-5.5,-0.0,ITF-M
0.0,13.0,ITF-M
13.0,1.5,ITF-M
4.0,2.5,ITF-M
-2.5,-2.5,ITF-M
-3.5,7.5,ITF-M
10.0,0.0,ITF-M
5.5,2.0,ITF-M
-3.0,4.5,ITF-M
-4.5,3.5,ITF-M
5.5,-0.5,ITF-M
-0.5,10.5,ITF-M
18.5,2.5,ITF-M
2.5,-6.0,ITF-M
1.0,-7.5,ITF-M
-4.0,10.5,ITF-M
-21.0,-4.0,ITF-M
-0.0,3.0,ITF-M
4.0,-0.0,ITF-M
-0.0,1.5,ITF-M
-5.5,-4.5,ITF-M
-1.5,-9.0,ITF-M
3.5,6.5,ITF-M
6.5,-4.0,ITF-M
14.0,1.0,ITF-M
15.0,-10.0,ITF-M
-3.5,-0.0,ITF-M
0.0,-5.5,ITF-M
1.0,-0.0,ITF-M
-6.0,-4.0,ITF-M
1.5,0.5,ITF-M
0.5,-0.5,ITF-M
0.5,-3.0,ITF-M
4.5,7.0,ITF-M
7.0,-0.0,ITF-M
2.0,-1.0,ITF-M
1.0,-4.0,ITF-M
-6.0,-2.5,ITF-M
-3.5,-5.5,ITF-M
3.0,7.5,ITF-M
7.5,-5.5,ITF-M
15.0,1.0,ITF-M
15.0,-11.0,ITF-M
-2.5,-2.0,ITF-M
2.0,-7.5,ITF-M
1.0,0.0,ITF-M
-6.0,-4.0,ITF-M
1.5,0.5,ITF-M
0.5,-0.5,ITF-M
0.5,-2.0,ITF-M
5.5,8.0,ITF-M
8.0,0.0,ITF-M
1.5,-0.5,ITF-M
0.5,-4.0,ITF-M
9.0,10.5,ITF-M
4.5,-0.5,ITF-M
10.0,-1.0,ITF-M
12.0,11.5,ITF-M
4.5,-1.5,ITF-M
3.5,-6.0,ITF-M
6.0,-1.0,ITF-M
5.5,-7.5,ITF-M
7.5,-0.0,ITF-M
5.5,2.0,ITF-M
1.0,0.0,ITF-M
4.0,3.0,ITF-M
6.5,-2.5,ITF-M
11.5,4.0,ITF-M
4.0,1.5,ITF-M
7.5,9.5,ITF-M
17.0,-2.0,ITF-M
7.0,-9.0,ITF-M
9.0,-16.0,ITF-M
16.0,13.0,ITF-M
13.0,6.0,ITF-M
12.0,9.0,ITF-M
7.0,-2.5,ITF-M
9.5,-0.0,ITF-M
10.0,12.5,ITF-M
4.5,-3.5,ITF-M
2.5,-6.0,ITF-M
6.0,-1.0,ITF-M
6.0,-8.5,ITF-M
8.5,0.0,ITF-M
-6.0,-1.5,ITF-M
1.0,0.5,ITF-M
3.5,3.5,ITF-M
5.5,-2.5,ITF-M
13.0,3.5,ITF-M
3.5,-0.0,ITF-M
8.0,8.5,ITF-M
18.0,-2.0,ITF-M
7.0,-9.0,ITF-M
9.0,-15.0,ITF-M
15.0,15.0,ITF-M
15.0,5.0,ITF-M
5.0,3.0,ITF-M
14.0,4.0,ITF-M
4.0,1.0,ITF-M
-3.0,4.0,ITF-M
1.5,1.5,ITF-M
2.0,-1.0,ITF-M
4.5,4.0,ITF-M
13.5,3.0,ITF-M
3.0,1.0,ITF-M
-2.5,4.0,ITF-M
0.5,1.5,ITF-M
2.0,-1.0,ITF-M
-3.0,-1.0,ITF-M
1.0,0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
-3.0,-1.0,ITF-M
1.0,0.5,ITF-M
0.5,-0.5,ITF-M
0.5,-0.5,ITF-M
5.5,-4.5,ITF-M
2.0,3.5,ITF-M
2.0,-4.0,ITF-M
1.0,-6.0,ITF-M
0.0,3.0,ITF-M
3.0,1.0,ITF-M
7.0,-0.5,ITF-M
2.0,-0.0,ITF-M
4.0,-1.0,ITF-M
2.0,2.0,ITF-M
6.0,6.0,ITF-M
1.0,4.0,ITF-M
4.5,3.5,ITF-M
10.5,7.0,ITF-M
7.0,3.0,ITF-M
5.5,17.5,ITF-M
17.5,-0.5,ITF-M
14.0,-14.5,ITF-M
14.5,-4.5,ITF-M
5.0,-6.0,ITF-M
1.0,5.0,ITF-M
2.0,-4.0,ITF-M
0.5,-5.5,ITF-M
-0.0,3.0,ITF-M
2.0,2.0,ITF-M
7.0,-1.5,ITF-M
3.0,0.0,ITF-M
3.5,-0.5,ITF-M
2.0,1.0,ITF-M
6.0,7.0,ITF-M
1.0,4.0,ITF-M
5.0,3.5,ITF-M
11.0,6.5,ITF-M
6.5,3.0,ITF-M
5.0,18.0,ITF-M
18.0,0.0,ITF-M
14.0,-14.5,ITF-M
14.5,-5.5,ITF-M
-6.5,-9.0,ITF-M
9.0,2.0,ITF-M
2.0,3.0,ITF-M
6.0,8.0,ITF-M
7.0,2.5,ITF-M
2.5,-9.0,ITF-M
9.0,12.5,ITF-M
-8.0,-5.0,ITF-M
-16.0,-7.0,ITF-M
1.0,-0.5,ITF-M
1.5,0.5,ITF-M
-5.5,-7.5,ITF-M
24.0,-1.0,ITF-M
6.5,-6.5,ITF-M
16.0,4.0,ITF-M
-4.5,-10.0,ITF-M
10.0,0.5,ITF-M
-8.5,-13.5,ITF-M
13.5,11.0,ITF-M
11.0,4.0,ITF-M
-7.0,-9.0,ITF-M
9.0,4.0,ITF-M
4.0,2.0,ITF-M
8.0,8.0,ITF-M
6.0,3.5,ITF-M
3.5,-10.0,ITF-M
10.0,12.5,ITF-M
-9.0,-4.5,ITF-M
-16.5,-7.5,ITF-M
2.0,-1.0,ITF-M
2.0,-0.0,ITF-M
-5.5,-7.0,ITF-M
25.0,-1.0,ITF-M
6.0,-6.5,ITF-M
16.0,5.0,ITF-M
-5.5,-10.5,ITF-M
10.5,0.5,ITF-M
-9.5,-13.5,ITF-M
13.5,11.0,ITF-M
11.0,4.5,ITF-M
4.5,-1.0,ITF-M
0.0,-1.5,ITF-M
3.0,-4.0,ITF-M
-4.0,1.0,ITF-M
-0.5,3.0,ITF-M
1.0,2.5,ITF-M
1.0,-10.0,ITF-M
3.0,-0.0,ITF-M
2.0,-2.0,ITF-M
5.5,-1.0,ITF-M
-0.0,-1.5,ITF-M
3.0,-4.0,ITF-M
4.0,-1.0,ITF-M
1.5,-4.0,ITF-M
-1.0,-2.5,ITF-M
-1.0,9.5,ITF-M
3.0,0.0,ITF-M
2.0,-2.0,ITF-M
1.5,-3.5,ITF-M
6.0,-1.0,ITF-M
-1.0,4.0,ITF-M
1.0,-1.0,ITF-M
1.0,-2.0,ITF-M
2.0,-1.5,ITF-M
-5.0,-1.0,ITF-M
-4.0,7.0,ITF-M
3.0,-4.0,ITF-M
-3.0,-1.5,ITF-M
1.5,5.5,ITF-M
4.0,-1.5,ITF-M
1.0,0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
1.0,0.0,ITF-M
3.5,-1.0,ITF-M
4.5,-1.0,ITF-M
-1.0,5.5,ITF-M
0.5,-1.0,ITF-M
1.0,-2.5,ITF-M
2.0,-1.0,ITF-M
-5.0,-1.0,ITF-M
-4.0,7.0,ITF-M
4.5,-5.5,ITF-M
-3.0,-1.5,ITF-M
1.5,5.5,ITF-M
4.0,-1.0,ITF-M
1.5,-0.0,ITF-M
-0.0,-0.5,ITF-M
0.5,0.0,ITF-M
1.0,-0.0,ITF-M
-3.0,-2.0,ITF-M
2.0,-3.5,ITF-M
-3.0,-0.0,ITF-M
0.5,-1.0,ITF-M
-1.0,1.0,ITF-M
-1.0,-2.0,ITF-M
2.0,-5.0,ITF-M
-4.5,9.5,ITF-M
-9.5,-22.5,ITF-M
22.5,-5.5,ITF-M
6.0,0.0,ITF-M
6.0,13.0,ITF-M
4.0,-2.0,ITF-M
-2.0,-0.5,ITF-M
0.5,7.5,ITF-M
3.5,5.0,ITF-M
5.0,5.5,ITF-M
-3.0,-0.0,ITF-M
-30.5,-13.0,ITF-M
13.0,5.0,ITF-M
1.0,-2.5,ITF-M
2.5,-3.0,ITF-M
-2.0,0.0,ITF-M
0.0,0.0,ITF-M
-1.0,-0.0,ITF-M
0.0,-4.0,ITF-M
4.0,-7.0,ITF-M
-5.0,8.5,ITF-M
-8.5,-24.0,ITF-M
24.0,-5.5,ITF-M
6.0,-0.0,ITF-M
-5.5,-13.5,ITF-M
4.0,-1.0,ITF-M
-1.0,-1.5,ITF-M
1.5,7.5,ITF-M
3.5,4.5,ITF-M
4.5,3.5,ITF-M
-0.5,0.0,ITF-M
30.5,12.0,ITF-M
-12.0,-6.0,ITF-M
0.5,-15.5,ITF-M
15.5,-1.5,ITF-M
7.0,0.5,ITF-M
11.0,9.0,ITF-M
2.0,2.0,ITF-M
2.0,-12.0,ITF-M
11.0,-10.0,ITF-M
17.5,4.5,ITF-M
-1.0,8.0,ITF-M
6.5,-9.0,ITF-M
-2.0,-18.0,ITF-M
18.0,4.0,ITF-M
4.0,-2.0,ITF-M
7.0,-2.0,ITF-M
-5.0,1.0,ITF-M
2.0,-0.5,ITF-M
0.5,1.5,ITF-M
1.0,2.0,ITF-M
-0.5,-14.5,ITF-M
14.5,-1.0,ITF-M
5.5,0.5,ITF-M
10.0,10.0,ITF-M
2.0,2.0,ITF-M
2.0,-12.0,ITF-M
11.5,-10.0,ITF-M
17.5,4.5,ITF-M
-1.0,8.0,ITF-M
7.0,-9.0,ITF-M
-2.0,-18.0,ITF-M
18.0,4.0,ITF-M
4.0,-2.0,ITF-M
7.0,-2.0,ITF-M
-5.0,1.0,ITF-M
2.0,-0.5,ITF-M
0.5,1.5,ITF-M
1.0,3.0,ITF-M
7.0,-3.0,ITF-M
-3.0,3.0,ITF-M
-3.0,-2.0,ITF-M
2.0,-4.0,ITF-M
5.0,-1.0,ITF-M
3.0,-1.0,ITF-M
3.0,14.0,ITF-M
14.0,8.0,ITF-M
2.0,0.0,ITF-M
10.0,-4.5,ITF-M
4.5,14.5,ITF-M
0.5,5.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-1.0,-1.0,ITF-M
-0.0,-0.0,ITF-M
-1.0,1.0,ITF-M
-1.0,-6.5,ITF-M
9.5,-6.0,ITF-M
-3.0,3.0,ITF-M
-3.0,-2.0,ITF-M
2.0,-4.0,ITF-M
5.0,-1.0,ITF-M
3.0,-1.0,ITF-M
3.0,14.0,ITF-M
14.0,8.0,ITF-M
2.0,-0.0,ITF-M
10.0,-4.5,ITF-M
4.5,14.5,ITF-M
1.0,5.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
1.0,1.0,ITF-M
0.0,0.0,ITF-M
-1.0,1.0,ITF-M
-1.0,-5.5,ITF-M
7.5,-14.0,ITF-M
14.0,-8.5,ITF-M
9.0,-4.0,ITF-M
-3.0,0.0,ITF-M
-1.5,9.0,ITF-M
4.5,7.0,ITF-M
7.0,7.0,ITF-M
1.0,-4.5,ITF-M
2.0,-0.0,ITF-M
-0.0,-1.0,ITF-M
-0.5,5.5,ITF-M
1.5,9.5,ITF-M
9.5,-4.5,ITF-M
-1.5,-4.0,ITF-M
-1.0,-1.5,ITF-M
1.0,3.0,ITF-M
0.5,1.0,ITF-M
12.0,6.0,ITF-M
7.5,-13.5,ITF-M
13.5,-10.0,ITF-M
9.5,-4.0,ITF-M
-2.5,-0.0,ITF-M
-1.0,8.0,ITF-M
4.0,8.0,ITF-M
8.0,7.0,ITF-M
1.0,-5.5,ITF-M
2.0,0.0,ITF-M
0.0,0.0,ITF-M
-1.0,6.0,ITF-M
2.0,10.0,ITF-M
10.0,-5.5,ITF-M
-3.0,-2.5,ITF-M
0.5,-2.0,ITF-M
2.0,2.5,ITF-M
-0.0,1.0,ITF-M
12.0,6.0,ITF-M
11.0,-1.0,ITF-M
6.5,-5.5,ITF-M
-2.5,2.0,ITF-M
14.0,3.0,ITF-M
4.0,3.0,ITF-M
19.0,3.0,ITF-M
9.5,-8.5,ITF-M
-0.5,5.0,ITF-M
1.0,4.0,ITF-M
-0.0,-0.0,ITF-M
-5.5,-4.5,ITF-M
1.0,1.0,ITF-M
14.5,3.0,ITF-M
0.0,6.0,ITF-M
6.0,4.5,ITF-M
7.0,1.0,ITF-M
1.0,-2.5,ITF-M
2.5,34.0,ITF-M
1.0,-17.0,ITF-M
17.0,-12.0,ITF-M
-0.5,-12.5,ITF-M
12.5,-28.0,ITF-M
-2.0,-23.0,ITF-M
23.0,13.0,ITF-M
-12.0,5.5,ITF-M
-5.5,-1.5,ITF-M
1.0,-18.0,ITF-M
18.0,-18.0,ITF-M
30.5,16.0,ITF-M
10.0,0.5,ITF-M
6.5,-4.5,ITF-M
-2.0,2.0,ITF-M
14.5,2.5,ITF-M
4.0,2.0,ITF-M
18.0,3.0,ITF-M
9.5,-8.5,ITF-M
-0.5,6.0,ITF-M
-0.5,5.5,ITF-M
0.0,0.0,ITF-M
5.0,5.5,ITF-M
0.5,2.0,ITF-M
17.0,-1.0,ITF-M
1.5,6.0,ITF-M
6.0,4.5,ITF-M
7.0,3.5,ITF-M
3.5,-4.0,ITF-M
-2.5,-35.0,ITF-M
-1.0,-15.0,ITF-M
15.0,-12.0,ITF-M
0.5,-13.5,ITF-M
13.5,-28.0,ITF-M
-3.0,-22.0,ITF-M
22.0,13.0,ITF-M
-13.0,7.0,ITF-M
-7.0,0.5,ITF-M
1.5,-14.5,ITF-M
14.5,-15.5,ITF-M
32.5,14.0,ITF-M
5.0,-6.0,ITF-M
3.0,4.0,ITF-M
4.0,-5.0,ITF-M
12.0,4.0,ITF-M
4.0,-0.5,ITF-M
25.0,3.5,ITF-M
3.5,6.0,ITF-M
6.0,7.0,ITF-M
3.0,-0.0,ITF-M
0.0,3.0,ITF-M
-5.5,-3.5,ITF-M
2.5,-14.5,ITF-M
14.5,2.5,ITF-M
2.5,-6.5,ITF-M
6.5,-16.0,ITF-M
2.5,-19.5,ITF-M
19.5,10.0,ITF-M
10.0,-13.0,ITF-M
13.0,29.0,ITF-M
1.0,-3.0,ITF-M
25.0,0.5,ITF-M
0.5,-13.0,ITF-M
13.0,-10.0,ITF-M
-2.0,-0.0,ITF-M
0.0,-5.0,ITF-M
5.0,19.0,ITF-M
5.0,-6.0,ITF-M
2.0,4.0,ITF-M
4.0,-5.0,ITF-M
12.0,4.0,ITF-M
4.0,-0.0,ITF-M
26.0,2.0,ITF-M
2.0,6.5,ITF-M
6.5,7.5,ITF-M
2.0,1.0,ITF-M
-0.0,4.0,ITF-M
-5.0,-4.5,ITF-M
-0.0,-12.5,ITF-M
12.5,1.5,ITF-M
1.5,-6.0,ITF-M
6.0,-16.0,ITF-M
2.5,-19.5,ITF-M
19.5,10.0,ITF-M
10.0,-13.0,ITF-M
13.0,28.0,ITF-M
1.0,-3.0,ITF-M
24.5,0.5,ITF-M
0.5,-13.0,ITF-M
13.0,-10.0,ITF-M
0.0,-2.0,ITF-M
2.0,-5.0,ITF-M
5.0,19.0,ITF-M
-0.0,-2.5,ITF-M
0.5,-0.5,ITF-M
0.5,-0.0,ITF-M
-0.5,0.0,ITF-M
-0.0,-0.0,ITF-M
-2.5,1.5,ITF-M
2.5,-1.5,ITF-M
1.5,-0.5,ITF-M
-0.5,-2.0,ITF-M
-1.0,-3.0,ITF-M
3.0,1.0,ITF-M
3.0,0.5,ITF-M
0.5,-0.0,ITF-M
0.0,-2.5,ITF-M
1.0,-1.0,ITF-M
-0.5,1.0,ITF-M
-0.5,-0.0,ITF-M
-0.5,1.0,ITF-M
-2.0,2.0,ITF-M
2.0,-1.0,ITF-M
1.5,-0.5,ITF-M
0.5,2.0,ITF-M
-1.0,-3.0,ITF-M
3.0,1.0,ITF-M
2.5,1.5,ITF-M
1.5,-0.5,ITF-M
0.0,24.5,ITF-M
34.5,-38.5,ITF-M
-38.5,35.5,ITF-M
1.0,-25.5,ITF-M
-32.0,29.5,ITF-M
29.5,-29.5,ITF-M
-0.5,-2.0,ITF-M
3.5,1.0,ITF-M
0.5,0.5,ITF-M
3.0,1.5,ITF-M
1.5,-1.0,ITF-M
-0.5,3.0,ITF-M
7.0,-0.5,ITF-M
-0.5,0.5,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,1.0,ITF-M
0.0,-2.0,ITF-M
3.5,2.0,ITF-M
0.0,1.0,ITF-M
3.0,1.0,ITF-M
1.0,-1.0,ITF-M
1.0,-3.0,ITF-M
7.0,-0.5,ITF-M
-0.5,0.5,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,1.0,ITF-M
-2.5,-0.0,ITF-M
10.5,-6.5,ITF-M
10.0,-5.0,ITF-M
13.0,-10.0,ITF-M
10.0,-2.0,ITF-M
8.5,-5.5,ITF-M
5.5,9.0,ITF-M
17.5,-3.5,ITF-M
6.0,1.0,ITF-M
12.0,1.0,ITF-M
11.0,4.0,ITF-M
15.0,-9.0,ITF-M
14.5,5.0,ITF-M
5.5,6.5,ITF-M
4.0,2.5,ITF-M
7.5,4.0,ITF-M
3.5,-1.0,ITF-M
5.5,-7.0,ITF-M
7.0,-0.0,ITF-M
-1.5,-1.0,ITF-M
12.0,-8.5,ITF-M
10.0,-5.0,ITF-M
13.0,-8.0,ITF-M
8.0,-1.0,ITF-M
7.5,-4.5,ITF-M
4.5,7.5,ITF-M
16.5,-4.5,ITF-M
7.0,0.0,ITF-M
-13.0,-0.0,ITF-M
10.0,5.0,ITF-M
15.5,-8.5,ITF-M
15.5,4.5,ITF-M
5.0,7.0,ITF-M
4.0,1.0,ITF-M
7.0,3.5,ITF-M
3.0,-1.5,ITF-M
5.0,-7.0,ITF-M
7.0,0.0,ITF-M
-3.0,5.5,ITF-M
5.5,-5.5,ITF-M
7.0,-13.0,ITF-M
-1.0,-0.5,ITF-M
0.5,5.0,ITF-M
11.5,4.0,ITF-M
5.5,-4.5,ITF-M
9.0,2.0,ITF-M
19.5,-8.0,ITF-M
-6.5,-11.5,ITF-M
-7.0,2.0,ITF-M
15.0,4.0,ITF-M
6.0,-1.5,ITF-M
4.5,1.0,ITF-M
3.0,-10.5,ITF-M
-4.0,-2.5,ITF-M
-1.5,3.5,ITF-M
1.0,3.0,ITF-M
3.0,1.0,ITF-M
3.0,-1.5,ITF-M
4.0,5.5,ITF-M
3.0,4.0,ITF-M
4.0,11.0,ITF-M
6.5,-0.5,ITF-M
19.0,8.0,ITF-M
-8.0,-6.0,ITF-M
6.0,-12.0,ITF-M
12.0,3.5,ITF-M
3.5,-14.5,ITF-M
-3.0,7.0,ITF-M
7.0,-7.5,ITF-M
6.0,-13.0,ITF-M
-1.0,-0.5,ITF-M
0.5,5.5,ITF-M
11.0,5.5,ITF-M
4.5,-4.5,ITF-M
9.0,-0.5,ITF-M
20.0,-9.0,ITF-M
-7.0,-11.0,ITF-M
-7.0,7.5,ITF-M
11.5,6.0,ITF-M
5.5,-1.0,ITF-M
5.0,1.0,ITF-M
3.0,-9.5,ITF-M
-3.0,-2.5,ITF-M
0.0,3.0,ITF-M
0.0,4.0,ITF-M
3.0,1.0,ITF-M
3.0,-1.5,ITF-M
3.5,6.0,ITF-M
3.0,4.0,ITF-M
4.0,10.0,ITF-M
6.0,1.5,ITF-M
-18.5,-9.0,ITF-M
9.0,6.5,ITF-M
6.5,-12.5,ITF-M
12.5,4.0,ITF-M
-4.0,15.0,ITF-M
1.0,-4.0,ITF-M
6.0,4.0,ITF-M
4.0,1.0,ITF-M
0.5,0.5,ITF-M
-5.5,-2.5,ITF-M
-2.5,-9.0,ITF-M
-1.0,-0.0,ITF-M
0.5,-10.0,ITF-M
10.0,10.0,ITF-M
19.5,0.0,ITF-M
-6.0,-2.0,ITF-M
2.0,-6.0,ITF-M
-7.0,-17.5,ITF-M
10.5,8.0,ITF-M
2.5,-9.0,ITF-M
16.0,5.5,ITF-M
-0.5,5.5,ITF-M
14.0,-1.0,ITF-M
-8.0,-7.5,ITF-M
-7.0,9.5,ITF-M
15.0,-14.0,ITF-M
14.0,-1.0,ITF-M
6.5,0.5,ITF-M
14.5,6.0,ITF-M
15.0,8.0,ITF-M
1.0,-4.0,ITF-M
7.0,3.0,ITF-M
3.0,1.5,ITF-M
0.5,1.0,ITF-M
-4.5,-3.5,ITF-M
-2.0,-9.5,ITF-M
-1.0,0.0,ITF-M
0.0,-11.0,ITF-M
11.0,9.0,ITF-M
18.0,1.0,ITF-M
-6.0,-1.0,ITF-M
1.0,-5.0,ITF-M
-7.0,-15.0,ITF-M
10.0,8.0,ITF-M
1.5,-10.0,ITF-M
15.5,5.0,ITF-M
-0.5,5.5,ITF-M
14.0,-1.0,ITF-M
-8.0,-7.5,ITF-M
-7.0,9.5,ITF-M
14.0,-13.0,ITF-M
13.0,-1.0,ITF-M
7.0,-0.0,ITF-M
13.5,6.5,ITF-M
14.0,8.0,ITF-M
0.0,0.0,ITF-M
-0.5,-1.0,ITF-M
1.0,-1.5,ITF-M
2.5,-1.0,ITF-M
